,PIDM,CohortTrm,A/C,Cons/SO,TermsElpsd,TermsAtt,CumCrAtt,CumCrErn,CumCrTran,CrAtt/Term,CrErn/Term,SEX,Eth,EthComputed,Citz,BDate,Age,GradAge,DegC,Maj,Prog,Div,ProgCredits_x,CreditGrp,CtlgYr,DegDte,GradAcadYr,FirstDeg,Minor,FTrmCrAtt,TotalNumCourses,RepeatedNumCourses,NumCE,NumCR,NumNC,SuccessNum,NotSuccessNum,<100,100s,200s,300s,>1000,FYrCreditsAttained,FYrCreditsEarned,Bulletin Year,CumCrEarnedWCC,ExcessCr,PELL,CumGPA
8751,814924,201309,A,Cons,16.0,14.0,147.0,110.0,0.0,10.5,7.85714285714286,M,W,W,Y,1990-08-08,18.0,23.0,AA,BAS,AABAS,BCT,60.0,60-75,2013.0,2013-12-16,2014.0,1,,200809,44.0,6.0,0.0,44.0,0.0,34.0,2.0,2.0,28.0,14.0,0.0,0.0,27.0,27.0,2014.0,110.0,50.0,0,2.8834951460000005
8752,817169,201309,A,SO,17.0,13.0,99.0,96.0,0.0,7.61538461538462,7.38461538461539,F,W,W,Y,1986-12-06,21.0,27.0,AS,HPP,ASHPP,HLT,60.0,60-75,2012.0,2013-12-16,2014.0,0,,200805,33.0,1.0,1.0,32.0,0.0,32.0,0.0,2.0,25.0,5.0,0.0,1.0,3.0,3.0,2014.0,96.0,36.0,1,3.650561798
8753,817182,201309,A,SO,17.0,8.0,84.0,71.0,13.0,10.5,7.25,F,W,W,Y,1989-06-08,18.0,24.0,AA,LAT,AALAT,HSS,60.0,60-75,2013.0,2013-12-16,2014.0,0,,200805,26.0,1.0,0.0,26.0,0.0,16.0,9.0,1.0,15.0,10.0,0.0,0.0,27.0,15.0,2014.0,58.0,11.0,1,2.8240963860000003
8754,817625,201309,A,SO,17.0,13.0,93.0,90.0,8.0,7.15384615384615,6.30769230769231,F,W,W,P,1958-03-25,50.0,55.0,AA,LAT,AALAT,HSS,60.0,60-75,2012.0,2013-12-16,2014.0,1,,200805,27.0,2.0,0.0,27.0,0.0,24.0,1.0,3.0,14.0,10.0,0.0,0.0,15.0,15.0,2014.0,82.0,30.0,0,3.9163461539999997
8755,818012,201309,A,SO,16.0,12.0,118.0,118.0,0.0,9.83333333333333,9.83333333333333,F,W,W,Y,1990-11-19,17.0,23.0,AAS,NURS,APNURS,HLT,72.0,60-75,2011.0,2013-12-16,2014.0,0,,200809,39.0,0.0,0.0,39.0,0.0,39.0,0.0,1.0,25.0,13.0,0.0,0.0,33.0,33.0,2014.0,118.0,46.0,0,3.3043478260000003
8756,820243,201309,A,SO,16.0,11.0,69.5,65.0,0.0,6.31818181818182,5.90909090909091,M,W,W,Y,1989-08-24,19.0,24.0,AA,LAT,AALAT,HSS,60.0,60-75,2013.0,2013-12-16,2014.0,1,,200809,21.0,0.0,0.0,21.0,0.0,17.0,4.0,1.0,16.0,4.0,0.0,0.0,23.0,19.0,2014.0,65.0,5.0,0,2.4507692309999998
8757,820487,201309,A,SO,16.0,11.0,110.0,95.5,24.0,10.0,6.5,M,B,X,Y,1952-07-04,56.0,61.0,AA,CJ,AACJ,ATP,60.0,60-75,2008.0,2013-12-16,2014.0,1,,200809,40.0,4.0,0.0,40.0,0.0,26.0,10.0,1.0,24.0,15.0,0.0,0.0,14.5,3.0,2014.0,71.5,35.5,1,2.9921875
8758,820585,201309,A,SO,16.0,9.0,92.0,67.0,0.0,10.2222222222222,7.44444444444444,F,W,W,Y,1990-02-25,18.0,23.0,AA,ELEM,AAELEM,HSS,63.0,60-75,2010.0,2013-12-16,2014.0,1,,200809,26.0,5.0,0.0,26.0,0.0,20.0,1.0,2.0,17.0,7.0,0.0,0.0,12.0,0.0,2014.0,67.0,4.0,0,2.8711864410000003
8759,821659,201309,A,SO,15.0,10.0,100.5,89.0,0.0,10.05,8.9,M,B,B,Y,1989-12-18,19.0,23.0,AA,LAT,AALAT,HSS,60.0,60-75,2010.0,2013-12-16,2014.0,1,,200901,32.0,3.0,0.0,32.0,0.0,27.0,2.0,3.0,22.0,7.0,0.0,0.0,32.0,24.0,2014.0,89.0,29.0,1,2.743589744
8760,822148,201309,A,Cons,14.0,11.0,120.5,114.5,0.0,10.9545454545455,10.4090909090909,M,W,W,Y,1991-11-18,17.0,22.0,AA,CJ,AACJ,ATP,63.0,60-75,2010.0,2013-12-16,2014.0,0,,200905,43.0,3.0,0.0,43.0,0.0,39.0,1.0,1.0,25.0,17.0,0.0,0.0,32.0,32.0,2014.0,114.5,51.5,0,3.65462963
8761,822224,201309,A,SO,14.0,12.0,87.0,87.0,3.0,7.25,7.0,F,B,B,Y,1991-02-22,18.0,22.0,AAS,NURE,APNURE,HLT,71.0,60-75,2012.0,2013-12-16,2014.0,0,,200905,26.0,1.0,0.0,26.0,0.0,25.0,0.0,0.0,18.0,8.0,0.0,0.0,3.0,3.0,2014.0,84.0,16.0,1,3.375
8762,822974,201309,A,SO,5.0,4.0,31.0,63.0,32.0,7.75,7.75,M,2,Z,,1982-12-20,29.0,30.0,AAS,CNSP,APCNSP,ATP,60.0,60-75,2012.0,2013-12-16,2014.0,1,,201205,11.0,0.0,1.0,10.0,0.0,11.0,0.0,0.0,6.0,4.0,0.0,1.0,15.0,15.0,2014.0,31.0,3.0,1,3.928
8763,823874,201309,A,SO,16.0,11.0,86.0,86.0,0.0,7.81818181818182,7.81818181818182,M,W,W,Y,1990-05-12,18.0,23.0,AS,ESCI,ASESCI,MSE,71.0,60-75,2012.0,2013-12-16,2014.0,0,,200809,26.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,19.0,7.0,0.0,0.0,13.0,13.0,2014.0,86.0,15.0,0,3.420430108
8764,825417,201309,A,Cons,14.0,13.0,112.0,111.0,7.0,8.61538461538462,8.0,M,W,W,Y,1981-07-08,27.0,32.0,AAS,CNTM,APCNTM,BCT,61.0,60-75,2012.0,2013-12-16,2014.0,0,,200905,33.0,2.0,0.0,33.0,0.0,30.0,1.0,0.0,25.0,8.0,0.0,0.0,32.0,28.0,,104.0,50.0,1,2.990322581
8765,825489,201309,A,SO,16.0,9.0,80.0,61.0,0.0,8.88888888888889,6.77777777777778,F,W,W,Y,1991-09-04,16.0,22.0,AA,LAT,AALAT,HSS,60.0,60-75,2009.0,2013-12-16,2014.0,1,,200809,26.0,1.0,1.0,25.0,0.0,19.0,6.0,0.0,16.0,9.0,0.0,1.0,13.0,13.0,2014.0,61.0,1.0,1,2.32962963
8766,825867,201309,A,Cons,10.0,9.0,85.5,93.0,23.0,9.5,7.77777777777778,F,W,W,Y,1972-02-01,38.0,41.0,AA,LAT,AALAT,HSS,60.0,60-75,2010.0,2013-12-16,2014.0,0,,201009,29.0,3.0,0.0,29.0,0.0,25.0,1.0,4.0,20.0,5.0,0.0,0.0,32.5,29.0,2014.0,70.0,33.0,1,3.0546875
8767,827780,201309,A,SO,16.0,10.0,55.0,101.0,46.0,5.5,5.5,M,H,H,Y,1957-05-24,51.0,56.0,AAS,CNSP,APCNSP,ATP,60.0,60-75,2009.0,2013-12-16,2014.0,0,,200809,24.0,0.0,1.0,23.0,0.0,24.0,0.0,0.0,6.0,14.0,3.0,1.0,3.0,3.0,2014.0,55.0,41.0,1,3.855769231
8768,827780,201309,A,SO,16.0,10.0,55.0,101.0,46.0,5.5,5.5,M,H,H,Y,1957-05-24,51.0,56.0,AAS,ITRN,APITRN,ATP,60.0,60-75,2009.0,2013-12-16,2014.0,0,,200809,24.0,0.0,1.0,23.0,0.0,24.0,0.0,0.0,6.0,14.0,3.0,1.0,3.0,3.0,2014.0,55.0,41.0,1,3.855769231
8769,830758,201309,A,SO,15.0,11.0,66.0,69.0,3.0,6.0,6.0,M,W,W,Y,1993-05-03,15.0,20.0,AA,LAT,AALAT,HSS,60.0,60-75,2013.0,2013-12-16,2014.0,1,,200901,19.0,0.0,0.0,19.0,0.0,19.0,0.0,1.0,15.0,3.0,0.0,0.0,10.0,10.0,2014.0,66.0,9.0,1,4.0
8770,830909,201309,A,SO,14.0,11.0,85.0,72.0,0.0,7.72727272727273,6.54545454545455,F,W,X,Y,1957-05-08,51.0,56.0,AAS,OST,APOST,BCT,60.0,60-75,2009.0,2013-12-16,2014.0,1,,200905,27.0,1.0,1.0,26.0,0.0,23.0,3.0,3.0,18.0,5.0,0.0,1.0,21.0,17.0,2014.0,72.0,12.0,1,3.536507937
8771,832287,201309,A,Cons,15.0,14.0,95.0,85.0,7.0,6.78571428571429,5.57142857142857,M,B,B,Y,1974-09-25,34.0,39.0,AAS,CNTM,APCNTM,BCT,60.0,60-75,2009.0,2013-12-16,2014.0,0,,200901,32.0,2.0,0.0,32.0,0.0,24.0,5.0,0.0,23.0,9.0,0.0,0.0,21.0,21.0,,78.0,25.0,1,3.053571429
8772,833068,201309,A,Cons,9.0,8.0,78.5,61.5,20.0,9.8125,5.1875,F,B,B,Y,1989-07-17,21.0,24.0,AA,LAT,AALAT,HSS,60.0,60-75,2012.0,2013-12-16,2014.0,0,,201101,24.0,3.0,0.0,24.0,0.0,15.0,6.0,0.0,21.0,3.0,0.0,0.0,36.0,21.0,2014.0,41.5,1.5,1,2.719512195
8773,833183,201309,A,Cons,14.0,12.0,102.0,107.0,5.0,8.5,8.5,F,2,Z,Y,1991-05-10,17.0,22.0,AAS,NURS,APNURS,HLT,72.0,60-75,2011.0,2013-12-16,2014.0,1,,200905,33.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,18.0,15.0,0.0,0.0,27.0,27.0,2014.0,102.0,35.0,0,3.6974683539999997
8774,833467,201309,A,SO,13.0,9.0,61.0,71.0,15.0,6.77777777777778,6.22222222222222,F,W,W,Y,1991-10-27,17.0,22.0,AAS,OST,APOST,BCT,60.0,60-75,2013.0,2013-12-16,2014.0,1,,200909,19.0,1.0,0.0,19.0,0.0,18.0,0.0,1.0,16.0,2.0,0.0,0.0,23.0,23.0,2014.0,56.0,11.0,1,3.498507463
8775,833561,201309,A,SO,13.0,9.0,93.0,85.0,0.0,10.3333333333333,9.44444444444444,F,W,W,Y,1990-12-01,18.0,23.0,AAS,OST,APOST,BCT,60.0,60-75,2013.0,2013-12-16,2014.0,1,,200909,29.0,2.0,0.0,29.0,0.0,25.0,2.0,3.0,21.0,5.0,0.0,0.0,24.0,19.0,2014.0,85.0,25.0,0,2.977906977
8776,833695,201309,A,SO,13.0,7.0,84.5,83.0,20.0,12.0714285714286,9.0,M,B,B,Y,1990-12-11,18.0,23.0,AA,SECO,AASECO,HSS,60.0,60-75,2011.0,2013-12-16,2014.0,1,,200909,27.0,5.0,0.0,27.0,0.0,17.0,5.0,0.0,22.0,5.0,0.0,0.0,40.0,32.0,2014.0,63.0,23.0,0,2.476271186
8777,833969,201309,A,Cons,13.0,9.0,109.0,82.0,0.0,12.1111111111111,9.11111111111111,F,W,W,Y,1991-02-10,18.0,22.0,AAS,OST,APOST,BCT,60.0,60-75,2013.0,2013-12-16,2014.0,1,,200909,35.0,3.0,0.0,35.0,0.0,24.0,8.0,2.0,23.0,10.0,0.0,0.0,26.0,26.0,2014.0,82.0,22.0,0,2.209411765
8778,834049,201309,A,Cons,10.0,7.0,61.5,67.0,6.0,8.78571428571429,8.71428571428571,F,W,W,Y,1992-11-20,17.0,21.0,AAS,CCP,APCCP,ATP,61.0,60-75,2012.0,2013-12-16,2014.0,0,,201009,23.0,0.0,0.0,23.0,0.0,22.0,1.0,1.0,14.0,8.0,0.0,0.0,29.5,29.0,2014.0,61.0,6.0,0,3.3836363639999996
8779,834126,201309,A,Cons,14.0,13.0,133.5,95.0,5.0,10.2692307692308,6.92307692307692,F,O,X,Y,1991-07-09,17.0,22.0,AAS,NURS,APNURS,HLT,72.0,60-75,2011.0,2013-12-16,2014.0,1,,200905,40.0,6.0,0.0,40.0,0.0,32.0,2.0,0.0,23.0,17.0,0.0,0.0,33.0,24.0,2014.0,90.0,23.0,1,2.857142857
8780,834126,201309,A,Cons,14.0,13.0,133.5,95.0,5.0,10.2692307692308,6.92307692307692,F,O,X,Y,1991-07-09,17.0,22.0,AAS,OST,APOST,BCT,60.0,60-75,2009.0,2013-12-16,2014.0,1,,200905,40.0,6.0,0.0,40.0,0.0,32.0,2.0,0.0,23.0,17.0,0.0,0.0,33.0,24.0,2014.0,90.0,35.0,1,2.857142857
8781,834476,201309,A,Cons,5.0,5.0,41.0,59.0,21.0,8.2,7.6,F,B,B,Y,1967-12-31,44.0,45.0,AAS,OST,APOST,BCT,60.0,60-75,2012.0,2013-12-16,2014.0,1,,201205,13.0,0.0,0.0,13.0,0.0,12.0,1.0,0.0,9.0,4.0,0.0,0.0,22.0,22.0,2014.0,38.0,-1.0,1,2.855357143
8782,834516,201309,A,Cons,13.0,10.0,102.0,106.0,4.0,10.2,10.2,M,W,W,Y,1991-03-19,18.0,22.0,AAS,WLDT,APWLDT,ATP,63.0,60-75,2009.0,2013-12-16,2014.0,0,,200909,33.0,0.0,1.0,32.0,0.0,33.0,0.0,0.0,17.0,15.0,0.0,1.0,25.0,25.0,2014.0,102.0,43.0,1,3.78
8783,834643,201309,A,SO,14.0,10.0,68.5,64.0,0.0,6.85,6.4,F,B,B,P,1977-04-10,32.0,36.0,AAS,OST,APOST,BCT,60.0,60-75,2012.0,2013-12-16,2014.0,0,,200905,23.0,1.0,0.0,23.0,0.0,20.0,2.0,1.0,19.0,3.0,0.0,0.0,17.5,17.0,2014.0,64.0,4.0,1,2.823684211
8784,834991,201309,A,SO,13.0,10.0,103.0,78.0,0.0,10.3,7.8,M,W,W,Y,1989-09-10,19.0,24.0,AAS,WLDT,APWLDT,ATP,66.0,60-75,2011.0,2013-12-16,2014.0,1,,200909,31.0,5.0,0.0,31.0,0.0,23.0,3.0,1.0,22.0,8.0,0.0,0.0,27.0,14.0,2014.0,78.0,12.0,0,2.899230769
8785,835289,201309,A,Cons,13.0,6.0,68.5,105.5,38.0,11.4166666666667,11.25,M,W,W,Y,1991-04-22,18.0,22.0,AA,BAS,AABAS,BCT,60.0,60-75,2011.0,2013-12-16,2014.0,0,,200909,20.0,1.0,0.0,20.0,0.0,19.0,0.0,0.0,15.0,5.0,0.0,0.0,28.0,28.0,2014.0,67.5,45.5,0,3.4537037039999996
8786,835289,201309,A,Cons,13.0,6.0,68.5,105.5,38.0,11.4166666666667,11.25,M,W,W,Y,1991-04-22,18.0,22.0,AA,LAT,AALAT,HSS,60.0,60-75,2011.0,2013-12-16,2014.0,0,,200909,20.0,1.0,0.0,20.0,0.0,19.0,0.0,0.0,15.0,5.0,0.0,0.0,28.0,28.0,2014.0,67.5,45.5,0,3.4537037039999996
8787,836742,201309,A,Cons,13.0,9.0,67.0,68.0,1.0,7.44444444444444,7.44444444444444,F,B,X,Y,1983-03-04,26.0,30.0,AAS,CCP,APCCP,ATP,61.0,60-75,2011.0,2013-12-16,2014.0,0,,200909,23.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,13.0,10.0,0.0,0.0,20.0,20.0,2014.0,67.0,7.0,1,3.7684931510000004
8788,837104,201309,A,SO,13.0,10.0,92.5,73.0,0.0,9.25,7.3,F,B,B,Y,1991-11-29,17.0,22.0,AA,CJ,AACJ,ATP,63.0,60-75,2012.0,2013-12-16,2014.0,1,,200909,30.0,3.0,0.0,30.0,0.0,24.0,3.0,1.0,23.0,6.0,0.0,0.0,20.0,5.0,2014.0,73.0,10.0,1,3.131578947
8789,837475,201309,A,Cons,13.0,11.0,90.0,90.0,3.0,8.18181818181818,7.90909090909091,F,W,W,Y,1991-05-01,18.0,22.0,AAS,MNGD,APMNGD,BCT,60.0,60-75,2012.0,2013-12-16,2014.0,0,,200909,30.0,1.0,0.0,30.0,0.0,29.0,0.0,2.0,12.0,16.0,0.0,0.0,19.0,19.0,2014.0,87.0,30.0,1,2.7025641030000003
8790,837475,201309,A,Cons,13.0,11.0,90.0,90.0,3.0,8.18181818181818,7.90909090909091,F,W,W,Y,1991-05-01,18.0,22.0,AAS,RM,APRM,BCT,61.0,60-75,2011.0,2013-12-16,2014.0,0,,200909,30.0,1.0,0.0,30.0,0.0,29.0,0.0,2.0,12.0,16.0,0.0,0.0,19.0,19.0,2014.0,87.0,29.0,1,2.7025641030000003
8791,837817,201309,A,Cons,10.0,7.0,78.0,100.0,31.0,11.1428571428571,9.85714285714286,F,B,B,Y,1987-10-26,22.0,26.0,AAS,CULD,APCULD,BCT,70.0,60-75,2010.0,2013-12-16,2014.0,1,,201009,27.0,2.0,0.0,27.0,0.0,24.0,1.0,0.0,18.0,9.0,0.0,0.0,21.0,15.0,2014.0,69.0,30.0,1,2.98852459
8792,838423,201309,A,SO,14.0,7.0,70.0,62.0,0.0,10.0,8.85714285714286,M,W,W,Y,1991-10-09,17.0,22.0,AAS,OST,APOST,BCT,60.0,60-75,2010.0,2013-12-16,2014.0,1,,200905,20.0,0.0,0.0,20.0,0.0,18.0,2.0,0.0,18.0,2.0,0.0,0.0,27.0,19.0,2014.0,62.0,2.0,1,3.081081081
8793,838792,201309,A,Cons,13.0,12.0,102.5,93.5,0.0,8.54166666666667,7.79166666666667,M,W,X,Y,1991-05-04,18.0,22.0,AAS,NURE,APNURE,HLT,71.0,60-75,2012.0,2013-12-16,2014.0,0,,200909,32.0,1.0,1.0,31.0,0.0,30.0,1.0,1.0,22.0,8.0,0.0,1.0,27.0,22.0,2014.0,93.5,22.5,0,3.64556962
8794,839076,201309,A,SO,13.0,8.0,63.0,81.0,25.0,7.875,7.0,M,W,W,Y,1987-11-24,21.0,26.0,AAS,OST,APOST,BCT,60.0,60-75,2009.0,2013-12-16,2014.0,1,,200909,19.0,1.0,0.0,19.0,0.0,16.0,2.0,0.0,15.0,4.0,0.0,0.0,37.0,30.0,2014.0,56.0,21.0,1,3.1471698110000004
8795,839140,201309,A,SO,12.0,6.0,15.0,60.0,45.0,2.5,2.5,M,B,B,Y,1978-12-19,31.0,34.0,AAS,ITRN,APITRN,ATP,60.0,60-75,2009.0,2013-12-16,2014.0,1,,201001,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,1.0,8.0,1.0,0.0,7.5,7.5,2014.0,15.0,0.0,0,3.875
8796,839229,201309,A,SO,13.0,12.0,96.5,134.0,45.0,8.04166666666667,7.41666666666667,F,W,W,Y,1985-05-23,24.0,28.0,AAS,CCP,APCCP,ATP,61.0,60-75,2010.0,2013-12-16,2014.0,0,,200909,35.0,1.0,0.0,35.0,0.0,32.0,2.0,1.0,26.0,8.0,0.0,0.0,31.5,28.0,2014.0,89.0,73.0,1,3.5111111110000004
8797,839413,201309,A,Cons,6.0,5.0,50.0,86.0,36.0,10.0,10.0,M,A,A,Y,1985-09-27,26.0,28.0,AA,BAS,AABAS,BCT,60.0,60-75,2011.0,2013-12-16,2014.0,1,,201201,17.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,13.0,3.0,0.0,0.0,26.5,26.5,2014.0,50.0,26.0,1,3.15
8798,839847,201309,A,Cons,10.0,7.0,95.5,95.0,0.0,13.6428571428571,13.5714285714286,M,W,W,Y,1991-09-04,18.0,22.0,AA,CJ,AACJ,ATP,63.0,60-75,2010.0,2013-12-16,2014.0,1,,201009,32.0,0.0,0.0,32.0,0.0,31.0,1.0,0.0,20.0,12.0,0.0,0.0,26.0,26.0,2014.0,95.0,32.0,0,3.561052632
8799,841491,201309,A,SO,13.0,8.0,87.0,81.0,7.0,10.875,9.25,F,W,W,Y,1990-10-13,18.0,23.0,AA,BCA,AABCA,HSS,61.0,60-75,2009.0,2013-12-16,2014.0,1,,200909,27.0,3.0,0.0,27.0,0.0,23.0,1.0,0.0,23.0,4.0,0.0,0.0,24.0,21.0,2014.0,74.0,20.0,1,2.895714286
8800,841630,201309,A,Cons,13.0,11.0,119.0,110.0,0.0,10.8181818181818,10.0,F,W,W,Y,1983-08-31,26.0,30.0,AAS,AATD,APAATD,BCT,65.0,60-75,2012.0,2013-12-16,2014.0,1,,200909,41.0,2.0,1.0,40.0,0.0,38.0,1.0,1.0,23.0,16.0,0.0,1.0,35.0,35.0,,110.0,45.0,1,3.179831933
8801,841830,201309,A,SO,13.0,12.0,69.0,96.0,27.0,5.75,5.75,M,W,W,Y,1979-05-13,30.0,34.0,AA,CMG,AACMG,ATP,66.0,60-75,2011.0,2013-12-16,2014.0,1,,200909,21.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,17.0,4.0,0.0,0.0,7.0,7.0,2014.0,69.0,30.0,0,3.798550725
8802,842165,201309,A,Cons,12.0,6.0,73.5,64.0,0.0,12.25,10.6666666666667,M,W,W,Y,1991-04-13,18.0,22.0,AAS,OST,APOST,BCT,60.0,60-75,2013.0,2013-12-16,2014.0,0,,201001,23.0,1.0,0.0,23.0,0.0,20.0,2.0,1.0,18.0,4.0,0.0,0.0,27.5,18.0,2014.0,64.0,4.0,1,3.2
8803,842293,201309,A,Cons,13.0,12.0,87.0,87.0,0.0,7.25,7.25,M,2,Z,Y,1990-12-03,18.0,23.0,AA,LAT,AALAT,HSS,60.0,60-75,2009.0,2013-12-16,2014.0,1,,200909,26.0,0.0,0.0,26.0,0.0,26.0,0.0,5.0,17.0,4.0,0.0,0.0,17.0,17.0,2014.0,87.0,27.0,0,3.619736842
8804,842362,201309,A,Cons,13.0,12.0,106.5,103.5,0.0,8.875,8.625,F,W,W,Y,1968-02-07,41.0,45.0,AAS,NURE,APNURE,HLT,71.0,60-75,2012.0,2013-12-16,2014.0,0,,200909,34.0,1.0,0.0,34.0,0.0,33.0,0.0,3.0,23.0,8.0,0.0,0.0,27.0,27.0,2014.0,103.5,32.5,1,3.6843373489999998
8805,842392,201309,A,Cons,13.0,12.0,109.0,105.0,0.0,9.08333333333333,8.75,M,W,W,Y,1992-06-22,17.0,21.0,AA,CMG,AACMG,ATP,69.0,60-75,2009.0,2013-12-16,2014.0,0,,200909,34.0,1.0,0.0,34.0,0.0,33.0,0.0,0.0,24.0,10.0,0.0,0.0,9.0,9.0,2014.0,105.0,36.0,1,3.8682352939999998
8806,842392,201309,A,Cons,13.0,12.0,109.0,105.0,0.0,9.08333333333333,8.75,M,W,W,Y,1992-06-22,17.0,21.0,AS,RC,ASRC,ATP,61.0,60-75,2009.0,2013-12-16,2014.0,0,,200909,34.0,1.0,0.0,34.0,0.0,33.0,0.0,0.0,24.0,10.0,0.0,0.0,9.0,9.0,,105.0,44.0,1,3.8682352939999998
8807,842411,201309,A,Cons,7.0,6.0,64.0,64.0,0.0,10.6666666666667,10.6666666666667,F,W,W,Y,1991-10-19,19.0,22.0,AAS,CCP,APCCP,ATP,61.0,60-75,2011.0,2013-12-16,2014.0,0,,201109,24.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,16.0,8.0,0.0,0.0,30.0,30.0,2014.0,64.0,3.0,1,3.97037037
8808,842423,201309,A,Cons,13.0,9.0,77.0,73.0,0.0,8.55555555555556,8.11111111111111,M,W,W,Y,1990-07-03,19.0,23.0,AA,LAT,AALAT,HSS,60.0,60-75,2009.0,2013-12-16,2014.0,1,,200909,22.0,1.0,0.0,22.0,0.0,21.0,0.0,4.0,17.0,1.0,0.0,0.0,11.0,11.0,2014.0,73.0,13.0,0,3.381355932
8809,842639,201309,A,Cons,13.0,10.0,93.5,82.5,8.0,9.35,7.45,F,W,W,Y,1990-04-02,19.0,23.0,AA,ELEM,AAELEM,HSS,63.0,60-75,2011.0,2013-12-16,2014.0,0,,200909,27.0,1.0,0.0,27.0,0.0,23.0,3.0,2.0,17.0,8.0,0.0,0.0,29.0,21.0,2014.0,74.5,19.5,0,3.588
8810,842666,201309,A,SO,13.0,7.0,66.0,111.0,45.0,9.42857142857143,9.42857142857143,F,W,W,Y,1989-05-17,20.0,24.0,AA,CJ,AACJ,ATP,60.0,60-75,2009.0,2013-12-16,2014.0,0,,200909,21.0,0.0,0.0,21.0,0.0,21.0,0.0,1.0,8.0,12.0,0.0,0.0,25.0,25.0,2014.0,66.0,51.0,0,3.7269841269999997
8811,842792,201309,A,SO,13.0,11.0,77.0,77.0,0.0,7.0,7.0,F,W,W,Y,1992-01-29,17.0,21.0,AAS,PHOT,APPHOT,BCT,64.0,60-75,2012.0,2013-12-16,2014.0,1,,200909,24.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,16.0,8.0,0.0,0.0,6.0,6.0,2014.0,77.0,13.0,0,4.0
8812,842833,201309,A,Cons,12.0,12.0,78.0,75.0,0.0,6.5,6.25,F,W,W,Y,1991-10-05,18.0,22.0,AAS,CULD,APCULD,BCT,67.0,60-75,2009.0,2013-12-16,2014.0,1,,201001,26.0,1.0,0.0,26.0,0.0,25.0,0.0,0.0,18.0,8.0,0.0,0.0,19.0,19.0,2014.0,75.0,8.0,0,3.486904762
8813,843404,201309,A,Cons,13.0,10.0,101.5,79.5,5.0,10.15,7.45,M,2,Z,Y,1991-02-03,18.0,22.0,AAS,CSS,APCSS,BCT,60.0,60-75,2009.0,2013-12-16,2014.0,1,,200909,28.0,3.0,0.0,28.0,0.0,21.0,4.0,1.0,17.0,10.0,0.0,0.0,27.0,18.0,,74.5,19.5,1,2.843181818
8814,843638,201309,A,SO,12.0,8.0,88.0,73.0,0.0,11.0,9.125,M,W,W,Y,1994-07-31,15.0,19.0,AA,LAT,AALAT,HSS,60.0,60-75,2012.0,2013-12-16,2014.0,0,,201001,26.0,0.0,0.0,26.0,0.0,21.0,5.0,0.0,22.0,4.0,0.0,0.0,37.0,34.0,2014.0,73.0,13.0,0,2.837931034
8815,843991,201309,A,Cons,13.0,9.0,96.0,96.0,0.0,10.6666666666667,10.6666666666667,M,W,W,Y,1990-08-15,19.0,23.0,AAS,ABR,APABR,ATP,,60-75,2009.0,2013-12-16,2014.0,1,,200909,29.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,24.0,5.0,0.0,0.0,24.0,24.0,,96.0,,1,3.691666667
8816,844303,201309,A,Cons,10.0,8.0,70.0,70.0,0.0,8.75,8.75,M,W,W,Y,1989-12-03,20.0,24.0,AA,BAS,AABAS,BCT,60.0,60-75,2010.0,2013-12-16,2014.0,1,,201009,22.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,15.0,7.0,0.0,0.0,26.0,26.0,2014.0,70.0,10.0,1,3.5976744189999996
8817,844706,201309,A,SO,13.0,7.0,77.5,88.5,22.0,11.0714285714286,9.5,F,W,W,Y,1991-10-23,17.0,22.0,AA,LAT,AALAT,HSS,60.0,60-75,2009.0,2013-12-16,2014.0,1,,200909,22.0,0.0,0.0,22.0,0.0,19.0,3.0,2.0,17.0,3.0,0.0,0.0,24.0,21.0,2014.0,66.5,28.5,0,2.9656716419999998
8818,846386,201309,A,SO,13.0,9.0,93.0,84.5,8.0,10.3333333333333,8.5,F,B,B,Y,1991-05-04,18.0,22.0,AA,LAT,AALAT,HSS,60.0,60-75,2012.0,2013-12-16,2014.0,1,,200909,30.0,4.0,0.0,30.0,0.0,24.0,2.0,2.0,24.0,4.0,0.0,0.0,24.5,20.5,2014.0,76.5,24.5,1,2.828985507
8819,846386,201309,A,SO,13.0,9.0,93.0,84.5,8.0,10.3333333333333,8.5,F,B,B,Y,1991-05-04,18.0,22.0,AS,HPP,ASHPP,HLT,60.0,60-75,2013.0,2013-12-16,2014.0,1,,200909,30.0,4.0,0.0,30.0,0.0,24.0,2.0,2.0,24.0,4.0,0.0,0.0,24.5,20.5,2014.0,76.5,24.5,1,2.828985507
8820,846594,201309,A,SO,13.0,7.0,83.0,77.0,0.0,11.8571428571429,11.0,F,,X,Y,1991-01-16,18.0,22.0,AA,ELEM,AAELEM,HSS,63.0,60-75,2013.0,2013-12-16,2014.0,1,,200909,25.0,2.0,0.0,25.0,0.0,23.0,0.0,1.0,15.0,9.0,0.0,0.0,17.0,17.0,2014.0,77.0,14.0,1,2.981818182
